code	name	city	country	latlng	yaid
PUJ	Пунта Кана	Пунта Кана	do	18.5726941042,-68.3394700661	9623821
SDQ	Лас-Америкас	Санто-Доминго	do	18.429722,-69.668889	9632325
HAV	им.Хосе Марти	Гавана	cu	23.1319444444,-82.3641666667	9623831
PTP	Пуэнт-а-Питр	Пуэнт-а-Питр	gp	16.265278,-61.531944	9632255
MVD	Карраско	Монтевидео	uy	-34.838333,-56.030833	9632153
CUN	Канкун	Канкун	mx	21.036667,-86.877222	9634181
VGO	Виго	Виго	es	42.231667,-8.626667	9623780
RBA	Рабат	Рабат	ma	34.051389,-6.751389	9627412
JER	Джерси	Джерси	gb	49.207778,-2.195278	9631085
EXT	Эксетер	Эксетер	gb	50.734444,-3.413889	9624735
MIR	Монастир	Монастир	tn	35.758056,10.754722	9629975
AAR	Тирструп	Орхус	dk	56.300017,10.619008	9627987
FMM	Мемминген	Мемминген	de	47.9925,10.243611	9629934
BZG	Быдгощ	Быдгощ	pl	53.096667,17.977778	9632595
BRQ	Брно	Брно	cz	49.151389,16.693889	9600457
LCJ	Люблинек	Лодзь	pl	51.721944,19.398056	9625775
KIR	Керри Каунти	Килларни / Трали	ie	52.180833,-9.523889	9625469
VXE	Сан-Педро	Сан-Висенте	cv	16.833611,-25.054722	9627697
COO	Котону	Котону	bj	6.357222,2.384444	9632123
BOG	Эльдорадо	Богота	co	4.701667,-74.146944	9628242
LIM	им.Дж.Чавеса	Лима	pe	-12.021944,-77.114444	9631288
CBG	Кембридж	Кембридж	gb	52.205,0.175	9628370
FDF	Ламентин	Форт-де-Франс	mq	14.591111,-61.003056	9629538
PNR	Пуант-Нуар	Пуанте-Нуаре	cg	-4.816111,11.886667	9627270
ZNZ	Кисони	Кисони	tz	-6.221944,39.225	9626604
AQJ	Кинг Хуссейн	Акаба	jo	29.611667,35.018056	9626644
BGW	Эль-Мутана	Багдад	iq	33.2625,44.234444	9629658
NJF	Наджаф	Ан-Наджаф	iq	31.9897222222,44.4041666667	9635502
LCY	Лондон-Сити	Лондон	gb	51.505,0.054167	9631306
BSR	Басра	Басра	iq	30.549167,47.662222	9631888
LYG	Ляньюньган	Ляньюньган	cn	34.571944,118.873889	9628877
JMU	Цзямусы		cn	46.843333,130.465278	9625286
TEN	Тунжень	Тунжэнь	cn	27.883611,109.309444	9626218
DSN	Дуншэн	Дуншэн	cn	39.829444,109.975833	9629485
HET	Хук-Хото	Хук-Хото	cn	40.851389,111.824167	9625118
KIJ	Ниигата	Ниигата	jp	37.955833,139.120833	9623550
CKG	Чунцин	Чунцин	cn	29.719444,106.641944	9632080
NGB	Нинбо	Нинбо	cn	29.826667,121.461944	9626932
XIL	Шилин-Хото	Силиньхот	cn	43.915556,115.963333	9629619
DAT	Датун	Датун	cn	39.718889,113.146111	9630749
FOC	Фучжоу	Фучжоу	cn	25.935,119.663333	9628628
CHG	Чаоян	Чаоян	cn	41.601667,120.405	9628482
CIH	Чанжи	Чанчжи	cn	36.2475,113.125833	9629814
SHA	Хунцяо	Шанхай	cn	31.197778,121.336389	9600425
WNZ	Вэньчжоу	Вэньчжоу	cn	27.913056,120.852222	9629565
KWE	Гуйянг	Гуйян	cn	26.538611,106.800833	9628652
ZUH	Чжухай		cn	22.006667,113.376111	9626615
WUA	Ухай	Ву-Хэй	cn	39.794722,106.799167	9626530
ENY	Яньянь	Яньань	cn	36.636667,109.553333	9626552
KWL	Гуйлинь	Гуйлинь	cn	25.218056,110.039167	9628651
KHN	Наньчан	Наньчан	cn	28.863889,115.902222	9626860
MIG	Мяньян	Мяньян	cn	31.428889,104.740833	9624250
LUM	Луси	Луси	cn	24.401389,98.532222	9625854
YCU	Иун Ченг	Юньчэн	cn	35.116389,111.033611	9626594
NBS	Байшан		cn	42.083333,127.6	9635020
XNN	Синин	Синин	cn	36.568056,101.858611	9626541
XFN	Сянфань	Сянфань	cn	32.150556,112.290833	9626537
LLF	Линлин	Линлин	cn	26.700833,111.9575	9625755
NNG	Наньнин	Наньнин	cn	22.608333,108.1725	9630046
LHW	Ланчжоу	Ланьчжоу	cn	36.516667,103.616667	9628832
AQG	Аньцин	Аньцин	cn	30.5825,117.050278	9631844
TYN	Тайюань	Тайюань	cn	37.746944,112.628333	9629347
HLD	Хайлар	Хайлар	cn	49.205,119.825	9628668
BAV	Баотоу	Баотоу	cn	40.560556,109.996389	9628063
GMP	Гимпо	Сеул	kr	37.558333,126.790556	9630428
JHG	Гаса	Цзиньчун	cn	21.973889,100.759722	9631491
HIA	Хуайань		cn	33.7875,119.127777778	9654563
YIW	Иу	Иу	cn	29.345,120.0325	9626577
JGS	Цзиань	Джи-Ан	cn	26.866389,114.7375	9631086
JJN	Цюаньчжоу	Цзиньцзян	cn	24.9,118.583333	9631090
WUX	Уси	Уси	cn	31.494722,120.429444	9629613
DQA	Дацин	Дацин	cn	46.7555555556,125.1375	9635489
YNZ	Янченг	Яньчэн	cn	33.426111,120.203056	9626553
JXA	Цзиси		cn	45.2925,131.191944444	9635512
LJG	Лицзян	Лицзян	cn	26.679444,100.246111	9625738
BHY	Бэйхай	Бэйхай	cn	21.539444,109.293889	9628112
TGO	Тунляо	Тунляо	cn	43.558056,122.250278	9630614
LYA	Лоян	Лоян	cn	34.741389,112.389444	9625845
YTY	Янчжоу	Янчжоу	cn	32.5630555556,119.718888889	9756018
MDG	Муданьцзян		cn	44.524167,129.568889	9624389
JGD	Джагдачи	Джагдачи	cn	50.3705555556,124.116666667	9748754
RLK	Баян-Нур		cn	40.9263888889,107.738888889	9730125
YBP	Ибинь	Ибинь	cn	28.800278,104.545	9631716
KOW	Ганьчжоу	Ганьчжоу	cn	25.826389,114.9125	9630903
HYN	Хуанъянь	Хуанъянь	cn	28.565278,121.430278	9625158
GYS	Гуанъюань	Гуанъюань	cn	32.39,105.693056	9628643
JNG	Цзинин	Цзинин	cn	35.416667,116.533333	9625292
ZYI	Цунии	Цзуньи	cn	27.666667,106.833333	9626622
YIE	Аршан		cn	47.31,119.994166667	9713845
DLU	Дали	Дали	cn	25.650278,100.319444	9624494
HEK	Хэйхэ	Хэйхэ	cn	50.171667,127.309444	9625078
SWA	Шаньтоу	Шаньтоу	cn	23.4275,116.7625	9629266
HLH	Улан-Хото	Улан-Хото	cn	46.194722,122.008333	9629430
AOG	Аньшань	Аньшань	cn	41.166667,123.033333	9627984
SYM	Сымао	Сымао	cn	22.794722,100.959167	9627817
KHG	Кашгар	Кашгар	cn	39.5425,76.02	9631515
NNY	Наньян	Наньян	cn	32.981111,112.615556	9626871
ERL	Эренхот Ши		cn	43.4713601973,112.036179509	9636949
LXA	Лхаса	Лхаса	cn	29.298056,90.912222	9631282
HJJ	Чжичанг	Хуайхуа	cn	27.110556,109.038056	9625156
ENH	Эньши	Эньши	cn	30.321111,109.485278	9624698
WUS	Вуйшань	Уишань	cn	27.701667,118.001111	9626532
CIF	Чифын	Чифэн	cn	42.235833,118.907778	9628505
CJU	Джеджу		kr	33.511305,126.493028	9628748
HSN	Чжоушань	Чжоушань	cn	29.934722,122.361944	9631735
ZHA	Чжаньцзян	Чжаньцзян	cn	21.215278,110.358333	9626611
WXN	Ваньсянь	Ваньян	cn	30.836944,108.406111	9631658
TXN	Тунси	Тунси	cn	29.732778,118.257222	9626281
DDG	Даньдун	Даньдун	cn	40.025556,124.286944	9624504
BSD	Баошань	Баошань	cn	25.053333,99.168611	9628062
NTG	Наньтун	Наньтун	cn	32.070556,120.975278	9626868
PZI	Паньчжихуа	Паньчжихуа	cn	26.54,101.798056	9627138
OHE	Мохэ		cn	52.916389,122.422222	9635044
JGN	Цзюцюань	Цзяюйгуань	cn	39.857222,98.341389	9631087
POS	Пиарко	Порт-оф-Спейн	tt	10.595278,-61.337222	9627317
UVF	Сент-Люсия		lc	13.733194,-60.952597	9627915
CZX	Чанчжоу	Чанчжоу	cn	31.919444,119.778333	9632621
INV	Инвернесс	Инвернесс	gb	57.54,-4.05	9631481
LZO	Лучжоу	Лучжоу	cn	28.852778,105.393333	9625855
YIH	Ичан	Ичан	cn	30.556944,111.479722	9632480
TPA	Тампа	Тампа	us	27.975556,-82.533333	9623758
DAX	Дасянь	Дасянь	cn	31.131944,107.430556	9624524
JDZ	Цзиндэчжень	Цзиндэчжэнь	cn	29.339167,117.176389	9625291
IOM	Роналдсуэй	Каслтаун	gb	54.083333,-4.624167	9628720
NDG	Цицикар		cn	47.239722,123.918056	9627396
WEF	Вэйфан	Вэйфан	cn	36.646944,119.118611	9626475
XUZ	Сюйчжоу	Сюйчжоу	cn	34.229444,117.245833	9626542
HTN	Хотан	Хотан	cn	37.038056,79.865	9625143
JIU	Цзюцзян	Цзюцзян	cn	29.733333,115.983333	9631092
CMF	Шамбери	Шамбери	fr	45.639167,5.88	9632061
XIC	Сичан	Сичан	cn	27.989167,102.184444	9632473
KAO	Куусамо	Куусамо	fi	65.9875,29.239444	9625615
NQY	Сент-Моган	Ньюкуай	gb	50.4,-5.066667	9630070
TCZ	Тэнчун		cn	24.9377777778,98.4855555556	9635521
YIC	Мингюешан	Ичунь	cn	27.7973790074,114.308172987	9821904
NAO	Наньчун	Наньчун	cn	30.755278,106.061111	9632179
NBE	Хаммамет	Энфида	tn	36.0755555556,10.4383333333	9635507
BGI	Грантлей Адамс	Бриджтаун	bb	13.074722,-59.4925	9632586
SKB	Голден-Рок	Голден-Рок	kn	17.311111,-62.718611	9627911
ANU	Ви-Си Бэрд	Антигуа	ag	17.136667,-61.792778	9626627
MST	Маастрихт	Маастрихт	nl	50.915833,5.776944	9631342
LNJ	Линьцан	Линьцан	cn	23.738889,100.025	9625750
TNG	Бухалеф	Танжер	ma	35.726944,-5.916944	9630558
DYG	Даюн	Дайонг	cn	29.102778,110.446111	9624526
VDB	Фагернес	Фагернес	no	61.015556,9.288056	9624737
MJV	Мурсия	Мурсия	es	37.775,-0.8125	9634335
FAO	Фару	Фару	pt	37.014444,-7.965833	9623928
AAN	Эль-Айн		ae	24.261667,55.609167	9628044
SPU	Сплит	Сплит	hr	43.538889,16.298056	9623769
ISU	Сулеймания	Сулеймания	iq	35.560833,45.314722	9634915
DRS	Дрезден	Дрезден	de	51.134444,13.768056	9623717
RHO	Родос	Родос	gr	36.405556,28.086111	9630308
FMO	Мюнстер	Мюнстер	de	52.134722,7.684722	9623854
CLJ	Клуж-Напока	Клуж	ro	46.785278,23.686111	9632089
SJJ	Батмир	Сараево	ba	43.8286529789,18.3105311161	9623702
PAD	Падерборн	Падерборн	de	51.614167,8.616389	9627118
SBZ	Сибиу	Сибиу	ro	45.785556,24.091389	9623727
PAS	Парос	Парос	gr	37.013611,25.127222	9629115
MJT	Митилини	Митилини	gr	39.056667,26.598333	9630030
JKH	Хиос	Хиос	gr	38.343056,26.140556	9629846
CFU	Иоанис Каподистриас	Керкира	gr	39.6156185477,19.9075829777	9623915
JTR	Санторин	Тира	gr	36.399167,25.479444	9626159
HER	Н.Казантзакис	Ираклион	gr	35.339719,25.180297	9623917
MLO	Милос	Милос	gr	36.696111,24.475	9629957
VRA	Варадеро	Варадеро	cu	23.034444,-81.435278	9634182
LRS	Лерос	Лерос	gr	37.185,26.800278	9628869
JMK	Миконос	Миконос	gr	37.435,25.348056	9623921
AXD	Демокритос	Александруполис	gr	40.855833,25.956389	9632512
ZTH	Закинтос	Закинтос	gr	37.750833,20.884167	9623918
AOK	Карпатос	Карпатос	gr	35.421389,27.146111	9623919
KGS	Кос	Кос	gr	36.793333,27.091667	9623920
SMI	Самос	Самос	gr	37.69,26.911667	9623922
JKL	Калимнос	Калимнос	gr	36.962778,26.9425	9625366
RLG	Росток-Лаадж		de	53.918056,12.279167	9627544
LXS	Лемнос	Лемнос	gr	39.916944,25.236389	9631290
JNX	Наксос	Наксос	gr	37.082222,25.368611	9630057
JSH	Сития	Ситиа	gr	35.216111,26.101389	9629309
JSI	Скитхос	Скитхос	gr	39.177222,23.503611	9627835
JSY	Остров Сирос	Сирос	gr	37.422778,24.950833	9626039
JIK	Икария	Икария	gr	37.682778,26.346944	9631047
KIT	Китира	Китира	gr	36.274167,23.016944	9625517
KZI	Филиппос	Козани	gr	40.286111,21.840833	9625578
KVA	Мегас Александрос	Кавала	gr	40.913306,24.619223	9623925
EFL	Аргостолион	Кефалиния	gr	38.12,20.500556	9628757
IOA	Иоаннина	Иоаннина	gr	39.696389,20.8225	9628707
LDS	Ичунь		cn	47.7513888889,129.017777778	9635494
ZHY	Чжунвэй		cn	37.3772222222,105.154444444	9635504
DOY	Дунъин	Дунъин	cn	37.507778,118.789444	9630783
LYI	Линьи	Линьи	cn	35.166667,118.3	9631294
LNZ	Линц	Линц	at	48.233333,14.1875	9631579
CGD	Чандэ	Чандэ	cn	28.919722,111.540278	9628479
SSA	им.Луиса Э. Магалаеса	Эль-Сальвадор	br	-12.911111,-38.331111	9629237
EMA	Ист-Мидленс	Дерби	gb	52.831111,-1.328056	9626960
WDH	Виндхук	Виндхук	na	-22.48,17.470833	9631686
CAY	Рошамбо	Кайенна	gf	4.819722,-52.360556	9632054
UIP	Кемпер	Кемпер	fr	47.975,-4.167778	9630277
PGF	Лабанер	Перпиньян	fr	42.740833,2.869722	9627194
CWL	Кардифф	Кардифф-Уэльс	gb	51.396667,-3.343333	9632609
BIA	Бастия	Бастия	fr	42.552778,9.483611	9628085
AJA	Кампо-Дель-Оро	Аяччо	fr	41.923889,8.8025	9629690
RDZ	Родез	Родэ	fr	44.4075,2.483333	9630325
LDE	Тарбс-Оссан-Лурд	Тарбс-Оссан-Лурд	fr	43.185556,-0.002778	9631592
MBA	Момбаса	Момбаса	ke	-4.033333,39.583333	9628974
TLN	Йер	Тулон	fr	43.1,6.15	9626237
RUN	Сен-Дени	Сен-Дени	re	-20.887222,55.510278	9630491
DCM	Мазаме	Кастр	fr	43.555,2.290556	9632047
BVE	Брив-Ля-Гайярд	Лароше	fr	45.149444,1.474444	9628293
SOU	Саутгемптон	Саутгемптон	gb	50.950278,-1.356667	9630479
OUD	Лес-Ангадес	Уджда	ma	34.787222,-1.923889	9627100
CLY	Сент-Катерин	Кальви	fr	42.520278,8.793056	9632600
CCU	Нетаджи-Сабхас-Чандра	Калькутта	in	22.654722,88.446667	9631538
LAI	Сервель	Сервель	fr	48.755,-3.474444	9628830
VTZ	Вишакхапатнам	Вишакхапатнам	in	17.721111,83.224444	9626395
LRM	Ла-Романа	Ла-Романа	do	18.450833,-68.911944	9631242
CJB	Пиламеду	Коимбатур	in	11.03,77.043333	9628566
PER	Перт	Перт	au	-31.9481748393,115.96338528	9623777
SZB	им.Султана Абдул-Азиз-Шаха	Куала-Лумпур	my	3.131111,101.548056	9625587
TLM	Зената	Тлемсен	dz	35.016667,-1.45	9626196
PEN	Пенанг	Пенанг	my	5.297222,100.276667	9630183
PKU	Симпанг-Тига	Пеканбару	id	0.460833,101.444444	9630181
JOG	Адисутджипто	Джокьякарта	id	-7.788056,110.431667	9631718
KNO	Куала-Наму	Медан	id	3.63229532773,98.8712371359	9625528
KCH	Кучинг	Кучинг	my	1.484167,110.343889	9631223
PLM	им.Махмуда Бадаруддина	Палембанг	id	-2.898333,104.7	9627128
TOD	Тиоман	Тиоман	my	2.819167,104.16	9626188
BPN	Сепинган	Баликпапан	id	-1.268333,116.894444	9632508
SJO	Хуан Сантамария	Сан-Хосе	cr	9.993889,-84.208889	9632312
AGF	Ла-Гаренн	Ажен	fr	44.174722,0.590556	9628022
USM	Кох-Самуи	Самуи	th	9.55,100.066667	9625536
IPH	Ипох	Ипох	my	4.569167,101.093056	9628711
AUR	Орийак	Орийак	fr	44.8975,2.416667	9632502
SUB	Сурабая	Сурабая	id	-7.379722,112.786944	9626024
TRV	Международный аэропорт Тривандрум	Тируванантапура	in	8.482222,76.92	9626160
LRT	Лорьян	Лорьян	fr	47.760556,-3.44	9625806
SRG	Ачмад Уани	Семаранг	id	-6.971389,110.374167	9627754
KUA	Куантан	Куантан	my	3.769722,103.209444	9631547
LOP	Прайя		id	-8.75722222222,116.276666667	9727334
BDO	им.Хусейна Састранегара	Бандунг	id	-6.900556,107.576389	9631801
DMK	Дон-Муанг	Бангкок	th	13.919444,100.616667	9626775
ADL	Аделаида	Аделаида	au	-34.945,138.530556	9628012
AAE	Лес Салинес	Аннаба	dz	36.822222,7.809167	9627980
KBV	Краби	Краби	th	8.095833,98.988889	9631218
POM	Джэксон-Филд	Порт-Морсби	pg	-9.443333,147.22	9630242
TRZ	Тируччираппалли	Тиручирапалли	in	10.765278,78.709722	9626192
TFN	Норте	Тенерифе	es	28.482778,-16.341667	9626126
OZZ	Оуарзазат		ma	30.939167,-6.909444	9627098
DRW	Дарвин	Дарвин	au	-12.414722,130.876667	9630748
MDC	Манадо	Манадо	id	1.549167,124.926389	9631364
MDL	Мандалай	Мандалай	mm	21.702222,95.978056	9628914
LGK	Лангкави	Ленгкави	my	6.333333,99.733333	9625684
HDY	Хатьяй	Хат-Яи	th	6.932778,100.395	9625056
MYY	Мири	Мири	my	4.325278,113.988333	9628957
CHC	Крайстчерч	Крайстчерч	nz	-43.489444,172.532222	9628523
DVO	Давао	Давао	ph	7.125556,125.645833	9634817
OOL	Голд-Кост	Голд-Кост	au	-28.164444,153.504722	9624939
BVA	Бовэ-Тиль	Париж	fr	49.454444,2.112778	9624401
ETH	Эйлат	Эйлат	il	29.561389,34.96	9624666
OSR	Острава	Острава	cz	49.696111,18.110833	9600464
BAY	Бая-Маре	Бая-Маре	ro	47.658333,23.47	9626742
KSO	Кастория	Кастория	gr	40.446389,21.282222	9631151
MJI	Митига		ly	32.883333,13.266667	9624291
OMR	Орадеа	Орадеа	ro	47.025278,21.9025	9627057
LGG	Бирсет	Льеж	be	50.636389,5.442778	9625736
VAR	Варна	Варна	bg	43.231944,27.825	9623692
KSC	Кошице	Кошице	sk	48.663055,21.241112	9623726
BMA	Бромма	Стокгольм	se	59.354444,17.941667	9625974
PNQ	Логеджаон	Пуна	in	18.582222,73.919722	9629180
PDL	Нордела	Понта-Делгада	pt	37.741111,-25.697778	9632257
ITM	Итами	Осака	jp	34.785556,135.438333	9600456
KMQ	Коматсу	Коматсу	jp	36.394722,136.406667	9625547
MYJ	Мацуяма	Мацуяма	jp	33.827222,132.699722	9629913
TAK	Такамацу	Такамацу	jp	34.214167,134.015556	9626059
OIT	Оита	Оита	jp	33.479444,131.737222	9627018
DCA	Рональд Рейган	Вашингтон	us	38.852222,-77.037778	9626452
TIJ	Международный аэропорт имени генерала Абелардо Л. Родригеса	Тихуана	mx	32.541111,-116.970278	9626173
SJC	Сан-Хосе Муниципал	Сан-Франциско	us	37.362667,-121.929111	9627614
PDX	Портленд	Портленд	us	45.588611,-122.5975	9623755
PPT	Папеэте	Папеэте	pf	-17.553889,-149.607222	9627147
AZD	Йезд	Язд	ir	31.906111,54.276389	9631712
IIL	Илам	Илаам	ir	33.585556,46.405	9631048
PGU	Асалойе		ir	27.379444,52.737778	9635057
BND	Бендер-Аббас	Бандар-Аббас	ir	27.218611,56.377778	9631799
ADU	Ардебиль	Ардабил	ir	38.326667,48.424167	9632494
RZR	Рамсар	Рамсар	ir	36.909167,50.68	9627430
RAS	Решт	Рашт	ir	37.323333,49.617778	9632283
GSM	Кешм	Гешм	ir	26.751944,55.897222	9624910
ABD	Абадан	Абадан	ir	30.371111,48.228333	9631846
CNS	Кэрнс	Кэрнс	au	-16.885833,145.755278	9628358
BDA	Бермуды		bm	32.364041,-64.678703	9628674
KIH	Киш	Киш	ir	26.5275,53.979167	9628813
KSH	Керманшах	Керманшах	ir	34.348056,47.156667	9625468
TBZ	Тебриз	Тебриз	ir	38.133889,46.235	9629336
BJB	Боджнурд	Бойнорд	ir	37.489167,57.306389	9628243
BUZ	Бушер	Бушер	ir	28.949444,50.830278	9628333
OMH	Урмия	Урмия	ir	37.671389,45.069167	9632435
DEF	Дезфул	Дезфул	ir	32.433333,48.383333	9629457
GND	Пойнт-Салин	Гренада	gd	12.004167,-61.786111	9624997
SNU	Санта-Клара	Санта-Клара	cu	22.492222,-79.943611	9627658
YGJ	Михо	Мацуэ	jp	35.492222,133.236389	9626580
XBJ	Бирдженд	Бирджанд	ir	32.898056,59.266111	9631941
GCH	Гачсаран	Гачсаран	ir	30.333333,50.833333	9624840
ZBR	Шах-Бахар	Шах-Бахар	ir	25.444444,60.383611	9628472
GBT	Горган	Горгон	ir	36.911389,54.398056	9624951
AFZ	Себзевар	Сабзевар	ir	36.168611,57.596389	9632307
ISG	Исигаки	Ишигаки	jp	24.344444,124.186944	9628717
SDK	Сандакан	Сандакан	my	5.901111,118.054722	9627641
TGG	им.Султана Махмуда	Куала-Тренгану	my	5.381389,103.104722	9631222
SBW	Сибу	Сибу	my	2.264167,111.9825	9627804
AOR	Алор-Сетар	Алор-Сетар	my	6.194444,100.400833	9626791
TWU	Тавау	Таво	my	4.313333,118.121944	9626104
BTU	Бинтулу	Бинтулу	my	3.124167,113.019722	9631939
LBU	Лабуан	Лабуан	my	5.301667,115.248333	9625647
KBR	им.Султана Исмаила	Кота-Бару	my	6.166111,102.2925	9631543
PDG	Табинг	Паданг	id	-0.875,100.351944	9629080
BTJ	Бланг-Бинтанг	Банда-Ачех	id	5.523611,95.420278	9626766
UPG	Уджунгпанданг	Уджунгпанданг	id	-5.061667,119.554167	9626299
SDR	Сантандер	Сантандер	es	43.426944,-3.82	9627677
SKT	Сиялкот	Сиалкот	pk	32.5,74.516667	9629283
BCM	Бакэу	Бако	ro	46.521944,26.910278	9629653
SFA	Сфакс	Сфакс	tn	34.718056,10.691111	9627775
SID	Амилкар Кабрал	Эспаргос	cv	16.741389,-22.949444	9629226
PTY	Токумен	Панама	pa	9.071364,-79.383453	9627140
WNH	Вэньшань	Вэньшань	cn	23.558333,104.325	9631674
UYN	Юйлинь	Юйлинь	cn	38.27,109.730556	9631724
HOG	Хогуин		cu	20.785556,-76.315	9625121
FSC	Сад Корс	Фигари	fr	41.500556,9.097778	9629516
ILO	Илоило	Илоило	ph	10.713056,122.545278	9631053
TGM	Тыргу-Муреш	Тыргу-Муреш	ro	46.467778,24.4125	9630602
MBJ	Монтего-Бей	Монтего Бей	jm	18.503611,-77.913333	9634336
SEZ	Маэ	Виктория	sc	-4.674444,55.521944	9625893
MRX	Махшахр	Махшахр	ir	30.558889,49.150556	9626769
AKJ	Асахикава	Асахикава	jp	43.670833,142.4475	9626685
YES	Ясудж	Ясудж	ir	30.696944,51.55	9626564
ZAH	Захедан	Загедан	ir	29.473333,60.903333	9626598
ACP	Саханд	Саханд	ir	37.348056,46.133056	9629220
CYO	Кайо-Ларго-Дель-Сур	Кайо-Ларго-Дель-Сур	cu	21.616389,-81.546111	9632617
PAP	им.Туссен-Лувертюра	Порт-о-Пренс	ht	18.58,-72.2925	9630233
SCU	Антонио Мацео	Сантьяго-де-Куба	cu	19.969722,-75.835278	9632324
KSU	Кристиансунн	Кристиансунд	no	63.111667,7.824444	9625585
SOG	Сондал	Хокасен	no	61.151111,7.134444	9627852
KKN	Хейбуктмоен	Киркенес	no	69.725833,29.891389	9625505
EVE	Эвенес	Эвенес	no	68.491389,16.678056	9631450
BOO	Буде	Буде	no	67.269167,14.365278	9628238
FRO	Флоре	Флора	no	61.583611,5.024722	9629528
HAU	Хеугесунн	Хеугесунн	no	59.345278,5.208333	9625059
LYR	Лонгйир	Лонгйир	no	78.246111,15.465556	9625799
HOV	Эрста	Орставолда	no	62.168889,6.067778	9627077
ALF	Альта	Альта	no	69.976111,23.371667	9626796
BDU	Бардуфосс	Бардуфосс	no	69.055833,18.540278	9632544
FDE	Брингеланд	Форде	no	61.385,5.7525	9629531
RRS	Ророс	Ророс	no	62.578333,11.342222	9630332
KRS	Кристиансанн		no	58.204214,8.085369	9625583
SDN	Сандане	Сандан	no	61.818889,6.101667	9630376
SSJ	Стокка	Саннесшеэн	no	65.956944,12.468889	9632317
MOL	Молде	Мольде	no	62.744722,7.2625	9628973
OLA	Эрланн	Орланд	no	63.698889,9.603889	9632217
SRP	Сторд	Сторд	no	59.791944,5.340833	9630513
BNN	Бреннейсунн	Броннойсунд	no	65.461111,12.2175	9631983
NAJ	Нахичевань	Нахичевань	az	39.2007604165,45.42504609	9623893
SAL	Сан-Сальвадор	Сан-Сальвадор	sv	13.440833,-89.055833	9627633
CHS	Чарлстон	Чарлстон	us	32.898611,-80.040556	9629818
ROC	Рочестер	Рочестер	us	43.118889,-77.6725	9623743
SAT	Сан-Антонио	Сан-Антонио	us	29.533611,-98.469722	9632310
CMH	Порт-Колумбус	Колумбус	us	39.997972,-82.891889	9628587
ROA	Роанок	Роанок	us	37.325556,-79.975556	9627509
BNA	Нэшвилл	Нашвилл	us	36.124444,-86.678333	9626881
BDL	Бредли	Хартфорд	us	41.938889,-72.683333	9625053
PIT	Питсбург Интернэшинл	Питтсбург	us	32.656582,-114.605972	9627247
IND	Индианаполис	Индианаполис	us	39.717222,-86.294444	9623747
SCE	Юниверсити-Парк		us	40.770833,-77.886111	9625960
BUS	Батуми	Батуми	ge	41.61,41.599722	9623697
AUS	Бергстром	Остин	us	30.194444,-97.67	9626720
ORF	Норфолк	Норфолк	us	36.894722,-76.201111	9630083
STL	Ламберт Интернэшинл	Сент-Луис	us	38.748611,-90.37	9627914
RIC	Ричмонд	Ричмонд	us	37.505278,-77.319722	9623744
CLE	Хопкинс	Кливленд	us	41.411667,-81.849722	9600458
SDF	Стэндифорд	Луисвилл	us	38.174444,-85.736111	9625822
MSY	Луи Армстронг	Новый Орлеан	us	29.993333,-90.258056	9626912
MDT	Харрисбург Интернэшинл	Харрисбург	us	40.193611,-76.763333	9628683
TYS	Мак-Ги Тайсон	Кноксвилл	us	35.811111,-83.994167	9625529
PWM	Портленд	Портленд	us	43.646111,-70.309167	9627328
MDW	Чикаго-Мидвей	Чикаго	us	41.786111,-87.7525	9629835
BTV	Берлингтон	Берлингтон	us	44.471944,-73.153333	9628325
PVD	Провиденс	Провиденс	us	41.7325,-71.420278	9623756
STT	Сирил Э. Кинг		vi	18.337306,-64.973361	9630502
SAV	Саванне	Саванна	us	32.1275,-81.202222	9630410
ALB	Олбани	Олбани	us	42.748333,-73.801667	9623740
JAX	Джексонвилл	Джэксонвилл	us	30.494167,-81.687778	9635221
CHO	Шарлотсвилл	Шарлоттсвилль	us	38.138611,-78.452778	9629820
SYR	Сиракьюс	Сиракьюс	us	43.0869606957,-76.1063847816	9630538
CAE	Метрополитэн	Колумбия	us	33.938889,-81.119444	9632104
GSO	Пидмонт Триад	Гринсборо	us	36.097778,-79.937222	9630956
GSP	Спартанбург	Гринвилл	us	34.895556,-82.218889	9630958
LGA	Ла Гуардиа	Нью-Йорк	us	40.777222,-73.8725	9632189
BUF	Буффало	Чиктовага	us	42.940556,-78.732222	9631989
CRW	Иджер	Чарлстон	us	38.373056,-81.593056	9628485
BUR	Боб-Хоуп	Лос-Анджелес	us	34.200556,-118.358611	9628321
MCI	Канзас-Сити	Канзас-Сити	us	39.2975,-94.713889	9625393
MGW	Моргантаун	Моргантаун	us	39.642778,-79.916389	9624337
CKB	Бенедам		us	39.296667,-80.228056	9629868
FAY	Фейетвилл		us	34.991222,-78.880278	9630859
BGM	Бингхемтон		us	42.208611,-75.979722	9630825
HSV	Хантсвилл	Хантсвилл	us	34.6372222222,-86.775	9635448
DAY	Дэйтон	Дейтон	us	39.9025,-84.219444	9630754
LNS	Ланкастер	Ланкастер	us	40.121667,-76.296111	9631261
YTZ	Торонто	Торонто	ca	43.6275,-79.396111	9626225
HGR	Хагерстаун		us	39.708056,-77.729444	9628666
LPB	Эль-Альто	Ла-Пас	bo	-16.513333,-68.192222	9625633
SMF	Метрополитан	Сакраменто	us	38.695556,-121.590833	9627574
GRR	Гранд-Рапидс	Гранд-Рапидс	us	42.880833,-85.522778	9634880
